"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"288",1748,60,"RL",80,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1967,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",256,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,932,932,"GasA","Gd","Y","SBrkr",1271,1369,0,2640,0,0,2,1,5,1,"Gd",8,"Typ",1,"TA","Attchd",1967,"RFn",2,515,"TA","TA","Y",0,120,0,0,168,0,NA,NA,NA,0,5,2009,"WD","Normal"
"320",1780,60,"RL",78,11419,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",7,7,1948,1999,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",699,"Unf",0,0,699,"GasA","Ex","Y","FuseA",801,726,0,1527,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1948,"Unf",2,410,"TA","TA","Y",0,0,134,0,0,0,NA,"GdWo",NA,0,12,2009,"WD","Normal"
"323",1783,60,"RL",60,10800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,1939,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,676,676,"GasA","Ex","Y","SBrkr",676,676,0,1352,0,1,2,0,4,1,"Gd",7,"Typ",0,NA,"Detchd",1939,"Unf",2,720,"TA","TA","Y",187,0,128,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"331",1791,90,"RL",81,9671,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","2Story",6,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd","Stone",480,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1248,1248,"GasA","TA","Y","SBrkr",1248,1296,0,2544,0,0,2,2,6,2,"TA",12,"Typ",0,NA,"Attchd",1969,"RFn",3,907,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"347",1807,90,"RM",57,10307,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",6,5,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","LwQ",633,"Unf",0,339,972,"GasA","Gd","N","FuseA",972,972,0,1944,1,0,2,0,4,2,"TA",12,"Typ",0,NA,"Detchd",1920,"Unf",2,324,"Fa","TA","N",0,28,169,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"349",1809,70,"RM",90,9900,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1910,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,504,504,"GasA","Ex","Y","SBrkr",764,700,0,1464,0,0,2,0,3,1,"TA",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,176,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
"359",1819,70,"RM",60,3600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1917,2007,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Ex","Y","SBrkr",664,624,0,1288,1,0,1,0,3,1,"Ex",5,"Typ",1,"Gd","Attchd",1917,"Unf",1,280,"TA","TA","N",0,103,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
"362",1822,70,"RM",60,9720,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,741,741,"GasA","Ex","Y","SBrkr",780,741,0,1521,0,0,1,0,4,1,"Gd",8,"Typ",0,NA,"Detchd",1950,"Unf",3,640,"TA","TA","Y",0,0,238,0,0,0,NA,"MnPrv",NA,0,9,2009,"WD","Normal"
"372",1832,90,"RM",50,3000,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,1,1922,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1040,1040,"GasA","TA","N","SBrkr",1088,1040,0,2128,0,0,2,0,4,2,"TA",11,"Sev",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,56,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Abnorml"
"374",1834,70,"RM",NA,5775,"Pave",NA,"IR2","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","2Story",6,7,1915,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,483,483,"GasA","Ex","Y","SBrkr",741,686,0,1427,0,0,1,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",1915,"Unf",1,379,"TA","TA","Y",0,24,112,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal"
"375",1835,190,"RM",41,5852,"Pave",NA,"IR3","Bnk","AllPub","Corner","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,5,1902,2000,"Gable","CompShg","MetalSd","MetalSd","Stone",188,"TA","Fa","BrkTil","TA","Fa","No","Rec",169,"Unf",0,851,1020,"GasA","TA","N","FuseF",978,886,0,1864,0,0,2,1,6,1,"TA",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,188,102,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
"398",1858,90,"RL",64,7018,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1114,1114,0,2228,0,0,2,0,6,2,"TA",8,"Typ",0,NA,"Detchd",1979,"Unf",2,720,"TA","TA","Y",73,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Alloca"
"412",1872,60,"RL",79,11646,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,704,704,"GasA","Ex","Y","SBrkr",704,718,0,1422,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,440,"TA","TA","Y",36,28,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
"416",1876,60,"RL",70,8750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"TA","TA","PConc","Gd","TA","No","GLQ",606,"Unf",0,322,928,"GasA","Ex","Y","SBrkr",928,844,0,1772,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"RFn",2,492,"TA","TA","Y",150,96,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal"
"422",1882,60,"RL",NA,12334,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",198,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1068,1068,"GasA","Ex","Y","SBrkr",1068,1116,0,2184,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"RFn",2,570,"TA","TA","Y",192,132,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"423",1883,60,"RL",70,8749,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,885,0,1725,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2002,"RFn",2,550,"TA","TA","Y",0,48,0,0,0,0,NA,NA,NA,0,11,2009,"WD","Normal"
"424",1884,60,"RL",NA,11250,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,944,944,"GasA","Ex","Y","SBrkr",944,926,0,1870,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2001,"RFn",2,608,"TA","TA","Y",256,43,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
"438",1898,70,"RL",43,5707,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",6,6,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,583,583,"GasA","Gd","Y","FuseF",647,595,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1926,"Unf",1,180,"Fa","TA","Y",329,96,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
"440",1900,70,"RL",53,7155,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,8,1918,1990,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",628,600,0,1228,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1918,"Unf",1,215,"Fa","TA","Y",0,113,0,0,195,0,NA,"MnPrv",NA,0,5,2009,"WD","Normal"
"443",1903,90,"RL",NA,8145,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Crawfor","Norm","Norm","Duplex","2.5Unf",7,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",246,"Unf",0,674,920,"GasA","Ex","Y","SBrkr",1240,1240,0,2480,0,0,2,1,5,2,"TA",13,"Typ",2,"Gd","Detchd",1940,"Unf",2,400,"TA","TA","Y",0,0,57,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
"448",1908,160,"RM",24,1733,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,516,516,"GasA","TA","Y","SBrkr",516,516,0,1032,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,452,"TA","TA","Y",279,0,0,0,0,0,NA,"GdPrv",NA,0,5,2009,"WD","Normal"
"453",1913,70,"RM",50,8660,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,6,1900,1993,"Gambrel","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,760,760,"GasA","Ex","N","SBrkr",928,928,312,2168,0,0,2,0,5,1,"Gd",11,"Typ",0,NA,"Detchd",1998,"Unf",2,576,"TA","TA","Y",467,160,78,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal"
"457",1917,60,"RL",75,10125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",8,5,2000,2001,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",445,"BLQ",250,412,1107,"GasA","Ex","Y","SBrkr",1040,1012,0,2052,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2000,"Fin",3,642,"TA","TA","Y",210,91,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
"472",1932,60,"RL",62,10429,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,5,1992,1992,"Gable","CompShg","HdBoard","Wd Shng","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",330,"Unf",0,294,624,"GasA","TA","Y","SBrkr",624,663,0,1287,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",2001,"Unf",2,440,"TA","TA","Y",150,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
"473",1933,60,"RL",70,10457,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","2Story",5,7,1969,1969,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","Ex","CBlock","TA","TA","Gd","BLQ",496,"LwQ",288,0,784,"GasA","Ex","Y","SBrkr",784,848,0,1632,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd",1969,"RFn",2,898,"TA","TA","Y",0,173,368,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD","Normal"
"482",1942,60,"RL",NA,14067,"Pave",NA,"Reg","Lvl","AllPub","FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",194,"TA","TA","PConc","Gd","TA","No","ALQ",504,"Unf",0,332,836,"GasA","Gd","Y","SBrkr",851,858,0,1709,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1991,"Fin",2,416,"TA","TA","Y",0,40,0,0,0,0,NA,"GdPrv",NA,0,9,2008,"WD","Normal"
"496",1956,60,"RL",NA,12511,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1978,1978,"Mansard","WdShake","Plywood","Plywood","BrkFace",168,"Gd","TA","PConc","Gd","TA","No","ALQ",988,"Unf",0,432,1420,"GasA","Ex","Y","SBrkr",1420,1420,0,2840,0,1,2,1,4,1,"Gd",8,"Min2",2,"Gd","Attchd",1978,"Fin",4,1314,"TA","Gd","Y",0,16,0,0,208,0,NA,"MnPrv",NA,0,12,2008,"WD","Normal"
"499",1959,90,"RL",60,9000,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","Duplex","2Story",5,5,1974,1974,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","Unf",0,"Unf",0,896,896,"GasA","TA","Y","SBrkr",896,896,0,1792,0,0,2,2,4,2,"TA",8,"Typ",0,NA,"Detchd",1982,"Unf",2,480,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"502",1962,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","TA","TA","No","LwQ",458,"Unf",0,25,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,1,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",52,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal"
"503",1963,160,"RM",21,1890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,6,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",422,"TA","TA","CBlock","TA","TA","No","LwQ",483,"Unf",0,0,483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1975,"Unf",1,352,"TA","TA","Y",411,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
"504",1964,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",356,"TA","TA","CBlock","TA","TA","No","Rec",350,"Unf",0,280,630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
"514",1974,60,"RL",85,10574,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",126,"Gd","TA","PConc","Ex","TA","No","GLQ",856,"Unf",0,292,1148,"GasA","Ex","Y","SBrkr",1170,1162,0,2332,1,0,2,1,4,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,756,"TA","TA","Y",224,142,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"529",1989,60,"RL",NA,8010,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,880,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2002,"Fin",2,400,"TA","TA","Y",138,48,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"533",1993,60,"RL",NA,7750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,707,707,"GasA","Ex","Y","SBrkr",707,707,0,1414,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2002,"Fin",2,403,"TA","TA","Y",100,35,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
"539",1999,60,"RL",97,10990,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",851,"Unf",0,213,1064,"GasA","Ex","Y","SBrkr",1064,1061,0,2125,1,0,2,1,4,1,"Gd",12,"Typ",2,"TA","Attchd",1996,"RFn",2,576,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"540",2000,60,"RL",NA,11929,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",466,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1242,1242,"GasA","Ex","Y","SBrkr",1251,1250,0,2501,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1995,"RFn",3,751,"TA","TA","Y",192,87,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"541",2001,60,"RL",91,10010,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Hip","WdShake","VinylSd","VinylSd","BrkFace",320,"Gd","TA","PConc","Gd","TA","Av","BLQ",228,"GLQ",852,0,1080,"GasA","Ex","Y","SBrkr",1108,1089,0,2197,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1993,"Fin",3,783,"TA","TA","Y",385,99,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"544",2004,60,"RL",80,9428,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",310,"Gd","TA","PConc","Gd","TA","Av","GLQ",729,"Unf",0,226,955,"GasA","Ex","Y","SBrkr",955,919,0,1874,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,880,"TA","TA","Y",168,108,0,0,0,0,NA,NA,NA,0,2,2008,"New","Partial"
"549",2009,60,"RL",68,10110,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",80,"ALQ",555,200,835,"GasA","Ex","Y","SBrkr",835,861,0,1696,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2003,"RFn",2,542,"TA","TA","Y",143,66,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"550",2010,60,"RL",67,12774,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,835,835,"GasA","Ex","Y","SBrkr",835,828,0,1663,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2003,"RFn",2,478,"TA","TA","Y",168,68,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"555",2015,60,"RL",43,14565,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",145,"Gd","TA","PConc","Gd","TA","Av","GLQ",537,"Unf",0,295,832,"GasA","Ex","Y","SBrkr",832,825,0,1657,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1994,"RFn",2,483,"TA","TA","Y",144,74,0,0,0,0,NA,NA,"Shed",2000,11,2008,"WD","Normal"
"556",2016,60,"RL",65,8450,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",472,"Unf",0,355,827,"GasA","Ex","Y","SBrkr",827,850,0,1677,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2001,"RFn",2,627,"TA","TA","Y",0,68,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
"557",2017,60,"RL",75,8285,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",397,"Unf",0,439,836,"GasA","Gd","Y","SBrkr",844,893,0,1737,0,1,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1992,"Fin",2,506,"TA","TA","Y",192,85,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
"564",2024,60,"RL",NA,9205,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",6,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",304,"Gd","TA","PConc","Gd","TA","No","ALQ",704,"Unf",0,226,930,"GasA","Ex","Y","SBrkr",1364,1319,0,2683,1,0,2,1,4,1,"Gd",9,"Typ",2,"Gd","Attchd",1990,"RFn",2,473,"TA","TA","Y",237,251,0,0,196,0,NA,NA,NA,0,6,2008,"WD","Normal"
"567",2027,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",390,"Unf",0,210,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,1,0,2,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
"568",2028,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA","Ex","Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Detchd",2007,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Abnorml"
