"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"569",2029,160,"FV",24,2280,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","Stone",216,"TA","TA","PConc","Gd","TA","No","GLQ",550,"Unf",0,194,744,"GasA","Gd","Y","SBrkr",757,792,0,1549,1,0,2,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1999,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
"574",2034,160,"FV",24,2160,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","SLvl",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",600,"Unf",0,72,672,"GasA","Ex","Y","SBrkr",684,720,0,1404,1,0,2,1,3,1,"Gd",5,"Typ",0,NA,"Detchd",1999,"Unf",2,462,"TA","TA","Y",20,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"575",2035,60,"FV",79,10646,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,"TA","TA","PConc","TA","TA","No","GLQ",681,"Unf",0,177,858,"GasA","Ex","Y","SBrkr",872,917,0,1789,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2001,"Fin",2,546,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"582",2042,60,"FV",NA,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,952,952,"GasA","Ex","Y","SBrkr",952,860,0,1812,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2002,"RFn",2,469,"TA","TA","Y",144,112,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
"587",2047,60,"RL",73,8814,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",732,"Unf",0,0,732,"GasA","Ex","Y","SBrkr",732,732,0,1464,0,0,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd",1968,"Unf",2,470,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"590",2050,60,"RL",NA,13355,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","No","ALQ",583,"Unf",0,242,825,"GasA","TA","Y","SBrkr",845,825,0,1670,0,0,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd",1971,"Fin",2,464,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
"594",2054,70,"RL",50,4882,"Pave",NA,"IR1","Bnk","AllPub","Inside","Mod","BrkSide","RRAn","Feedr","1Fam","2Story",4,7,1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Rec",120,"Unf",0,228,348,"GasA","TA","Y","SBrkr",453,453,0,906,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Basment",1937,"Unf",1,231,"Fa","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
"628",2088,70,"RM",80,4800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,5,1910,2003,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,680,680,"GasA","Fa","N","SBrkr",680,680,0,1360,0,0,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd",1910,"Unf",1,330,"Fa","TA","Y",192,50,0,0,0,0,NA,NA,NA,0,1,2008,"WD","Normal"
"630",2090,75,"RM",60,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,7,1915,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,0,1456,0,0,1,1,4,1,"Gd",7,"Typ",0,NA,"Detchd",1915,"Unf",1,308,"Fa","Fa","N",0,0,248,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"641",2101,190,"RM",69,9142,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,1900,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","TA","No","Unf",0,"Unf",0,797,797,"GasA","TA","N","FuseA",830,797,0,1627,0,0,2,0,4,2,"TA",10,"Typ",0,NA,"Detchd",1950,"Unf",2,420,"Fa","Po","N",192,0,60,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal"
"642",2102,75,"RM",53,5350,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",7,8,1920,1965,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",116,"Unf",0,508,624,"GasA","Ex","Y","SBrkr",730,720,0,1450,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1935,"Unf",1,288,"TA","TA","Y",0,192,0,0,0,0,NA,"MnPrv",NA,0,3,2008,"WD","Normal"
"647",2107,70,"RM",60,10800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1890,1999,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1313,1313,"GasW","Gd","Y","SBrkr",1313,1182,0,2495,0,0,2,0,5,1,"TA",10,"Typ",1,"Gd","Detchd",1950,"Unf",2,342,"TA","Fa","Y",0,299,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
"668",2128,50,"RM",63,4347,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1910,1950,"Gambrel","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","Gd","Gd","No","Unf",0,"Unf",0,796,796,"GasA","Ex","Y","SBrkr",825,784,0,1609,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1910,"Unf",1,228,"Fa","Fa","N",0,182,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"670",2130,70,"RM",60,10266,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,6,1952,1952,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",372,"Unf",0,396,768,"GasA","TA","Y","FuseA",768,768,0,1536,0,0,1,1,4,1,"TA",7,"Typ",0,NA,"Detchd",1952,"Unf",1,308,"TA","TA","Y",0,216,80,0,0,0,NA,NA,NA,0,5,2008,"COD","Abnorml"
"695",2155,60,"RL",50,9360,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,8,1962,2001,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",216,"Gd","TA","CBlock","TA","TA","No","Rec",324,"Unf",0,297,621,"GasA","TA","Y","SBrkr",621,648,0,1269,0,0,1,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1962,"Unf",1,280,"TA","TA","Y",0,236,0,0,0,0,NA,"GdWo",NA,0,11,2008,"WD","Normal"
"698",2158,60,"RL",NA,14171,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",355,"Unf",0,457,812,"GasA","Ex","Y","SBrkr",1101,1099,0,2200,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",2,453,"TA","TA","Y",168,98,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
"708",2168,60,"RL",NA,13142,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",128,"TA","TA","PConc","Gd","TA","No","GLQ",688,"Unf",0,176,864,"GasA","Ex","Y","SBrkr",872,899,0,1771,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1997,"RFn",2,600,"TA","TA","Y",0,96,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
"710",2170,60,"RL",75,12192,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",663,"Unf",0,265,928,"GasA","Ex","Y","SBrkr",928,895,0,1823,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2000,"RFn",2,626,"TA","TA","Y",192,36,0,0,0,0,NA,NA,"Shed",4500,5,2008,"WD","Normal"
"717",2177,60,"RL",41,10905,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1129,1129,"GasA","Ex","Y","SBrkr",1129,1198,0,2327,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2003,"RFn",2,596,"TA","TA","Y",0,57,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
"718",2178,60,"RL",96,11690,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,850,850,"GasA","Ex","Y","SBrkr",886,878,0,1764,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Unf",2,560,"TA","TA","Y",120,29,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"728",2188,60,"RL",72,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1976,2001,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",288,"Unf",0,396,684,"GasA","TA","Y","SBrkr",684,714,0,1398,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,2,2008,"WD","Normal"
"739",2199,90,"RL",64,7804,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2.5Unf",6,7,1930,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",281,"Rec",679,0,960,"GasA","Ex","Y","SBrkr",960,960,0,1920,2,0,2,2,4,2,"TA",10,"Typ",2,"Gd","Detchd",1930,"Unf",2,480,"TA","TA","Y",248,0,121,0,0,0,NA,NA,NA,0,7,2008,"WD","Abnorml"
"740",2200,70,"RL",66,8969,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,6,1926,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",379,"Unf",0,265,644,"GasA","Ex","Y","SBrkr",672,644,0,1316,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Detchd",2001,"Unf",1,369,"TA","TA","P",0,0,0,0,192,0,NA,"MnPrv",NA,0,7,2008,"WD","Normal"
"743",2203,70,"RL",NA,9650,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,3,1923,1950,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,784,784,"GasA","TA","Y","SBrkr",819,784,0,1603,0,0,1,0,4,1,"TA",7,"Typ",1,"Gd","Attchd",1980,"Unf",2,599,"TA","TA","Y",0,217,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"747",2207,70,"RL",100,9670,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,1935,1950,"Gable","CompShg","BrkFace","Stucco","Stone",40,"TA","TA","PConc","TA","Fa","No","LwQ",210,"Unf",0,398,608,"GasA","TA","Y","SBrkr",983,890,0,1873,0,0,1,1,4,1,"TA",9,"Typ",2,"Gd","Detchd",1935,"Fin",2,786,"Fa","TA","Y",0,0,207,0,0,0,NA,NA,NA,0,6,2008,"WD","Alloca"
"750",2210,160,"RM",24,1879,"Pave",NA,"Reg","Lvl","AllPub","CulDSac","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","No","GLQ",366,"Unf",0,150,516,"GasA","TA","Y","SBrkr",516,516,0,1032,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,462,"TA","TA","Y",213,0,0,0,0,0,NA,"GdPrv",NA,0,12,2008,"WD","Normal"
"760",2220,70,"C (all)",60,9000,"Grvl",NA,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",4,6,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Stone","Fa","Fa","Mn","Unf",0,"Unf",0,592,592,"GasA","Ex","Y","SBrkr",432,432,0,864,0,0,1,1,3,1,"Fa",5,"Min2",0,NA,"Detchd",1920,"Unf",1,216,"Fa","Fa","N",0,30,160,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
"764",2224,60,"RL",NA,11050,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,910,910,"GasA","Ex","Y","SBrkr",910,910,0,1820,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1996,"Unf",3,816,"TA","TA","Y",318,32,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
"765",2225,90,"RL",76,10260,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","2Story",5,4,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",936,936,0,1872,0,0,2,2,4,2,"TA",8,"Typ",0,NA,"Attchd",1976,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Abnorml"
"769",2229,60,"RL",107,12852,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",770,"Unf",0,150,920,"GasA","Ex","Y","SBrkr",920,860,0,1780,1,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,612,"TA","TA","Y",0,192,0,0,0,0,NA,NA,NA,0,1,2008,"New","Partial"
"770",2230,80,"RL",73,9802,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,352,352,"GasA","Gd","Y","SBrkr",712,730,0,1442,0,0,2,1,3,1,"TA",6,"Typ",0,NA,"BuiltIn",2007,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
"771",2231,60,"RL",81,12018,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",60,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,796,796,"GasA","Ex","Y","SBrkr",796,816,0,1612,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2008,"Fin",3,666,"TA","TA","Y",0,64,0,0,0,0,NA,NA,NA,0,10,2008,"New","Partial"
"787",2247,160,"RM",21,1477,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",6,9,1970,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",358,"Unf",0,188,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,2,1,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",187,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
"810",2270,60,"RL",78,12090,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1981,2003,"Gable","CompShg","MetalSd","MetalSd","BrkFace",306,"Gd","TA","CBlock","Gd","TA","No","ALQ",321,"Unf",0,404,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1981,"RFn",2,484,"TA","TA","Y",167,72,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal"
"823",2283,160,"RM",21,2205,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",567,"TA","TA","CBlock","TA","TA","No","ALQ",312,"Unf",0,213,525,"GasA","TA","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",144,0,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal"
"840",2300,60,"RL",110,14277,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,"Gd","TA","PConc","Ex","TA","Mn","GLQ",938,"Unf",0,379,1317,"GasA","Ex","Y","SBrkr",1217,1168,0,2385,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"Fin",3,818,"TA","TA","Y",192,228,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal"
"841",2301,60,"RL",NA,12568,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",246,"Gd","TA","PConc","Ex","TA","Av","GLQ",669,"Unf",0,226,895,"GasA","Ex","Y","SBrkr",895,923,0,1818,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,774,"TA","TA","Y",196,104,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial"
"852",2312,60,"RL",59,15810,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,728,0,1496,0,0,3,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Unf",2,572,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,5,2007,"New","Partial"
"853",2313,60,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,768,0,1536,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
"855",2315,60,"RL",62,8857,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,757,0,1495,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",2,440,"TA","TA","Y",100,30,0,0,0,0,NA,NA,NA,0,3,2007,"New","Partial"
"858",2318,60,"RL",72,8229,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",22,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,752,752,"GasA","Ex","Y","SBrkr",752,752,0,1504,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"Fin",2,440,"TA","TA","Y",100,32,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial"
"859",2319,60,"RL",64,7713,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial"
"875",2335,60,"RL",88,11762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",309,"Gd","TA","PConc","Ex","TA","No","GLQ",335,"Unf",0,770,1105,"GasA","Ex","Y","SBrkr",1105,1097,0,2202,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"RFn",2,517,"TA","TA","Y",0,65,0,0,144,0,NA,NA,NA,0,9,2007,"WD","Normal"
"876",2336,60,"RL",82,9044,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",526,"Gd","Gd","PConc","Gd","TA","No","GLQ",1225,"Unf",0,100,1325,"GasA","Ex","Y","SBrkr",1335,1203,0,2538,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1996,"RFn",3,933,"TA","TA","Y",198,92,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"884",2344,60,"RL",70,9605,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,982,982,"GasA","Ex","Y","SBrkr",982,995,0,1977,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",3,574,"TA","TA","Y",240,53,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Family"
"888",2348,60,"FV",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",350,"Unf",0,546,896,"GasA","Ex","Y","SBrkr",896,896,0,1792,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2007,"Fin",2,590,"TA","TA","Y",184,96,0,0,0,0,NA,NA,NA,0,11,2007,"New","Partial"
